"","Column1","Column2","Column3","Column4","Column5","Column6","type","count","reactions","comments","ID","file_name","id","parentId","authorName","authorId","timeLabel","text","hasMedia","mediaAltText","mediaUrl","reactions.totalCount","reactions.types","total_n_comments","has_comments","n_total_reactions_post","count_like_pos","count_heart_pos","count_haha_pos","count_care_pos","count_angry_pos","count_sad_pos","count_wow_pos"
"1","Yilmaz Yildiz",NA,NA,NA,NA,NA,NA,NA,NA,NA,1590,"YiYiP-3005-1.json",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
